district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr
Kilinochchi,Kilinochchi Central,2,2,1,35,0,FALSE,TRUE,Well,Three phase,1,2003,3048166
Matale,Matale Central,12,6,5,144,1,TRUE,FALSE,Well,Three phase,1,1995,14085322
Matale,Matale Central,11,4,3,115,1,TRUE,FALSE,Both,Three phase,1,2013,13682190
Kegalle,Kegalle Central,8,4,4,102,0,TRUE,TRUE,Both,Single phase,1,2007,12614393
Jaffna,Chunnakam,12,5,4,141,1,FALSE,FALSE,Well,Three phase,2,2021,19110414
Anuradhapura,New Town,41,6,5,250,1,TRUE,FALSE,Well,Single phase,3,2009,39031526
Matara,Weligama,5,2,1,40,2,FALSE,FALSE,Well,Single phase,2,1999,6621291
Kandy,Katugastota,13,5,4,141,2,FALSE,TRUE,Both,Single phase,1,1993,24896414
Badulla,Hali Ela,3,2,1,35,2,TRUE,TRUE,Both,Single phase,1,1993,5996784
Gampaha,Gampaha Town,29,7,5,250,1,FALSE,TRUE,Pipe-borne,Single phase,3,1985,51901935
Matara,Akurugoda,6,2,2,44,0,TRUE,TRUE,Well,Three phase,1,2017,7949377
Kandy,Gatambe,6,1,1,90,0,FALSE,FALSE,Well,Three phase,1,2019,11874241
Monaragala,Monaragala Central,30,6,5,250,1,TRUE,FALSE,Pipe-borne,Three phase,2,1992,27354685
Gampaha,Kadawatha,7,4,3,53,0,FALSE,TRUE,Both,Three phase,1,1996,12603560
Puttalam,Puttalam Central,7,2,2,75,0,FALSE,FALSE,Well,Three phase,2,2021,8987179
Kurunegala,Melsiripura,6,4,3,52,0,FALSE,TRUE,Pipe-borne,Single phase,1,2018,6932397
Gampaha,Wattala,2,1,1,39,0,TRUE,FALSE,Well,Three phase,2,2022,4915945
Matale,Matale Central,12,3,2,140,0,TRUE,TRUE,Well,Three phase,1,2012,14756544
Ampara,Ampara Central,12,6,5,168,0,FALSE,TRUE,Pipe-borne,Single phase,1,1996,12718501
Nuwara Eliya,Nuwara Eliya Central,8,3,3,83,0,TRUE,TRUE,Both,Three phase,1,2025,20724452
Batticaloa,Eravur,15,7,5,174,1,FALSE,TRUE,Both,Single phase,1,2012,22116637
Jaffna,Kokuvil,2,2,1,35,0,TRUE,TRUE,Well,Single phase,1,2024,5297044
Mullaitivu,Mullaitivu Central,2,3,2,35,1,TRUE,TRUE,Well,Single phase,1,1986,3459432
Trincomalee,Uppuveli,8,3,2,101,2,FALSE,TRUE,Both,Single phase,1,2001,9055840
Trincomalee,Nilaveli,6,2,2,41,1,FALSE,FALSE,Well,Single phase,1,1987,4968720
Anuradhapura,New Town,6,3,2,35,0,FALSE,FALSE,Pipe-borne,Single phase,1,1985,4765342
Monaragala,Monaragala Central,21,6,5,228,1,FALSE,FALSE,Well,Single phase,2,2003,20388102
Jaffna,Nallur,12,6,5,94,1,TRUE,TRUE,Pipe-borne,Single phase,2,1991,16810639
Puttalam,Puttalam Central,8,3,3,117,2,FALSE,TRUE,Pipe-borne,Three phase,1,2008,8710811
Badulla,Badulla Town,7,1,1,59,0,TRUE,TRUE,Both,Single phase,2,2023,10274122
Monaragala,Monaragala Central,19,6,5,235,3,FALSE,FALSE,Both,Three phase,3,1994,24976314
Hambantota,Tangalle,31,6,5,234,2,FALSE,FALSE,Both,Single phase,2,1993,25265896
Polonnaruwa,Polonnaruwa Central,2,1,1,36,1,TRUE,FALSE,Pipe-borne,Single phase,1,2002,2660720
Kurunegala,Melsiripura,15,5,4,176,1,TRUE,FALSE,Both,Three phase,1,2007,17142698
Polonnaruwa,Polonnaruwa Central,27,6,5,250,3,FALSE,TRUE,Well,Single phase,2,1996,27149165
Matara,Matara Town,12,6,5,95,1,TRUE,FALSE,Both,Three phase,2,1990,12750515
Kurunegala,Polgahawela,11,4,4,112,1,TRUE,TRUE,Pipe-borne,Single phase,1,1990,16608635
Monaragala,Monaragala Central,5,3,2,36,1,TRUE,TRUE,Pipe-borne,Single phase,2,2007,5634505
Nuwara Eliya,Nuwara Eliya Central,2,1,1,36,0,FALSE,TRUE,Pipe-borne,Single phase,2,2017,6138692
Mullaitivu,Mullaitivu Central,3,3,2,35,0,FALSE,FALSE,Both,Three phase,2,2013,2378992
Jaffna,Jaffna Town,12,5,5,106,1,FALSE,TRUE,Pipe-borne,Three phase,1,1998,14360162
Polonnaruwa,Polonnaruwa Central,14,6,5,115,1,TRUE,FALSE,Both,Single phase,2,2010,10122731
Kurunegala,Melsiripura,28,7,5,250,2,FALSE,FALSE,Both,Three phase,3,1987,33370367
Gampaha,Kadawatha,3,2,1,35,1,FALSE,TRUE,Pipe-borne,Single phase,2,1985,6717921
Matale,Matale Central,26,4,3,250,2,FALSE,TRUE,Both,Single phase,2,2003,35010245
Nuwara Eliya,Nuwara Eliya Central,3,1,1,35,1,TRUE,FALSE,Both,Three phase,2,1997,6468307
Badulla,Hali Ela,10,2,1,80,0,TRUE,FALSE,Both,Single phase,1,2011,10281971
Ratnapura,Pelmadulla,16,7,5,229,2,FALSE,TRUE,Pipe-borne,Three phase,3,1993,22633254
Mullaitivu,Mullaitivu Central,9,4,3,66,0,FALSE,FALSE,Well,Single phase,1,2023,6570857
Badulla,Bandarawela,44,6,5,250,2,TRUE,TRUE,Both,Single phase,2,1986,53797875
Puttalam,Puttalam Central,20,6,5,201,3,TRUE,FALSE,Both,Three phase,3,2003,21697057
Vavuniya,Vavuniya Central,24,6,5,181,1,TRUE,FALSE,Well,Single phase,2,1987,24537292
Hambantota,Hambantota Town,10,3,2,77,1,TRUE,FALSE,Pipe-borne,Single phase,2,1988,8450136
Matale,Matale Central,3,2,1,35,0,FALSE,FALSE,Pipe-borne,Single phase,1,2025,4511238
Mullaitivu,Mullaitivu Central,6,4,3,69,1,TRUE,FALSE,Well,Three phase,2,2006,6976595
Monaragala,Monaragala Central,4,2,2,36,1,TRUE,FALSE,Pipe-borne,Single phase,2,1986,4951283
Hambantota,Hambantota Town,42,6,5,250,3,TRUE,FALSE,Well,Single phase,3,1991,44845595
Badulla,Bandarawela,4,2,2,49,0,FALSE,FALSE,Both,Single phase,1,1992,3404921
Ratnapura,Kuruwita,9,4,4,72,0,FALSE,FALSE,Well,Single phase,2,2000,8882206
Mannar,Mannar Central,7,3,2,100,1,TRUE,FALSE,Pipe-borne,Three phase,2,2015,6944619
Batticaloa,Eravur,17,6,5,150,3,TRUE,TRUE,Pipe-borne,Single phase,2,2010,24512712
Batticaloa,Batticaloa Town,2,2,1,38,1,FALSE,TRUE,Pipe-borne,Three phase,1,1991,3472236
Nuwara Eliya,Nuwara Eliya Central,2,2,2,35,0,FALSE,TRUE,Well,Single phase,2,1999,5633847
Badulla,Hali Ela,15,7,5,170,1,FALSE,TRUE,Both,Single phase,2,1989,18974853
Gampaha,Gampaha Town,3,2,1,36,1,FALSE,TRUE,Well,Single phase,1,2001,5863407
Jaffna,Chunnakam,27,6,5,244,1,TRUE,TRUE,Well,Three phase,2,2008,45442792
Anuradhapura,Madawachchiya,11,4,4,92,3,TRUE,TRUE,Well,Single phase,1,2020,16406624
Ratnapura,Pelmadulla,2,3,2,35,0,TRUE,FALSE,Both,Single phase,1,1991,2945288
Hambantota,Tangalle,10,2,2,150,0,TRUE,TRUE,Well,Single phase,1,1994,10623297
Nuwara Eliya,Nuwara Eliya Central,11,6,5,131,1,TRUE,TRUE,Both,Three phase,1,1992,25935938
Nuwara Eliya,Nuwara Eliya Central,18,6,5,228,2,FALSE,TRUE,Both,Single phase,1,2004,40263610
Monaragala,Monaragala Central,12,5,5,159,2,TRUE,FALSE,Pipe-borne,Single phase,1,2004,12878243
Kalutara,Panadura,12,5,4,85,1,TRUE,TRUE,Both,Three phase,1,1998,15408420
Galle,Galle Fort,2,3,2,35,0,FALSE,TRUE,Pipe-borne,Three phase,1,2024,4131131
Galle,Galle Fort,11,4,3,82,1,FALSE,FALSE,Both,Three phase,2,1992,14367025
Kilinochchi,Kilinochchi Central,16,7,5,171,1,TRUE,TRUE,Well,Three phase,1,2009,15836766
Mannar,Mannar Central,16,6,5,188,2,TRUE,TRUE,Pipe-borne,Single phase,2,1987,15498058
Kalutara,Wadduwa,2,2,1,45,1,TRUE,FALSE,Both,Three phase,1,1996,3874210
Hambantota,Ambalantota,4,1,1,35,1,FALSE,TRUE,Pipe-borne,Three phase,1,2019,5339227
Badulla,Badulla Town,43,7,5,250,1,TRUE,FALSE,Well,Three phase,3,2002,42557252
Kandy,Kandy City,5,2,1,35,1,FALSE,TRUE,Well,Three phase,1,1990,9668127
Ratnapura,Kuruwita,5,3,3,35,1,TRUE,FALSE,Pipe-borne,Single phase,1,1998,7431674
Anuradhapura,New Town,14,4,4,199,3,TRUE,FALSE,Well,Three phase,2,2001,22654051
Polonnaruwa,Polonnaruwa Central,5,2,1,35,0,FALSE,FALSE,Well,Three phase,1,1990,4336311
Ampara,Ampara Central,9,2,2,102,0,TRUE,TRUE,Pipe-borne,Single phase,1,1994,9511704
Monaragala,Monaragala Central,7,1,1,60,0,FALSE,FALSE,Pipe-borne,Single phase,2,2002,6142063
Matale,Matale Central,12,4,4,70,1,FALSE,FALSE,Pipe-borne,Single phase,2,2006,12779619
Polonnaruwa,Polonnaruwa Central,17,7,5,112,1,TRUE,FALSE,Both,Single phase,1,2022,16129534
Colombo,Narahenpita,20,7,5,250,1,TRUE,TRUE,Both,Single phase,2,2021,78201202
Anuradhapura,Nuwaragam Palatha,2,2,2,35,1,FALSE,TRUE,Well,Three phase,2,2004,3869384
Matara,Nupe,11,4,4,85,0,FALSE,TRUE,Both,Single phase,1,1999,12584973
Ratnapura,Pelmadulla,10,4,4,97,0,TRUE,FALSE,Well,Single phase,1,1994,9867333
Kandy,Kandy City,5,3,2,35,3,TRUE,TRUE,Well,Single phase,1,1998,9242552
Ratnapura,Pelmadulla,4,4,3,35,3,TRUE,TRUE,Both,Single phase,1,2022,6819785
Matale,Matale Central,21,5,5,198,2,TRUE,TRUE,Pipe-borne,Three phase,2,1991,21004665
Kalutara,Wadduwa,13,6,5,135,2,FALSE,FALSE,Pipe-borne,Single phase,1,2019,19825576
Hambantota,Ambalantota,2,4,4,35,0,FALSE,FALSE,Both,Three phase,1,2007,3908935
Matale,Matale Central,6,2,2,54,1,FALSE,TRUE,Both,Single phase,2,2001,7021783
Matara,Nupe,16,6,5,171,2,TRUE,TRUE,Pipe-borne,Three phase,3,2016,27250486
Kurunegala,Kurunegala Town,23,6,5,225,1,FALSE,TRUE,Well,Three phase,2,1988,27273452
Kegalle,Kegalle Central,11,5,4,81,1,TRUE,FALSE,Both,Single phase,1,2013,10201671
Batticaloa,Kallady,8,2,2,70,2,FALSE,TRUE,Well,Single phase,1,2002,8519327
Mullaitivu,Mullaitivu Central,21,7,5,250,2,TRUE,TRUE,Both,Single phase,2,1986,25992750
Vavuniya,Vavuniya Central,2,3,2,57,0,TRUE,TRUE,Well,Single phase,1,1998,3162057
Colombo,Narahenpita,15,4,4,230,1,FALSE,FALSE,Well,Three phase,2,1993,45380298
Trincomalee,China Bay,13,3,2,167,2,FALSE,FALSE,Both,Three phase,3,1998,19265551
Monaragala,Monaragala Central,10,3,2,49,0,TRUE,FALSE,Well,Three phase,1,2001,8291689
Puttalam,Puttalam Central,8,4,3,81,1,FALSE,FALSE,Well,Single phase,1,2020,8007516
Vavuniya,Vavuniya Central,14,5,5,138,2,FALSE,TRUE,Pipe-borne,Single phase,2,2020,14157644
Kalutara,Beruwala,11,5,5,124,1,FALSE,FALSE,Well,Three phase,1,2018,19754258
Kandy,Katugastota,10,4,4,117,0,FALSE,FALSE,Pipe-borne,Single phase,1,1989,17960662
Kurunegala,Polgahawela,11,4,3,81,2,TRUE,FALSE,Pipe-borne,Single phase,2,2008,13619129
Colombo,Narahenpita,11,4,3,154,2,FALSE,TRUE,Both,Single phase,2,2006,36406084
Colombo,Dehiwala,2,1,1,35,0,FALSE,TRUE,Both,Three phase,2,2016,9367625
Ampara,Ampara Central,6,1,1,47,0,FALSE,TRUE,Well,Three phase,1,1998,6321075
Galle,Hikkaduwa,5,3,2,40,0,TRUE,TRUE,Both,Three phase,2,2016,8885229
Vavuniya,Vavuniya Central,23,6,5,164,2,FALSE,FALSE,Both,Three phase,2,2015,25039788
Colombo,Kollupitiya,13,3,3,99,2,FALSE,FALSE,Both,Single phase,1,1991,32786459
Gampaha,Ragama,13,5,4,125,1,TRUE,FALSE,Well,Single phase,1,2014,18334222
Galle,Galle Fort,2,2,1,36,0,TRUE,FALSE,Both,Single phase,1,1990,5272417
Gampaha,Gampaha Town,5,1,1,35,1,TRUE,TRUE,Both,Single phase,1,2002,7216196
Mannar,Mannar Central,3,1,1,35,0,TRUE,FALSE,Pipe-borne,Single phase,2,1994,2707602
Puttalam,Puttalam Central,14,6,5,129,2,TRUE,FALSE,Well,Three phase,1,2020,15991170
Mullaitivu,Mullaitivu Central,4,2,1,35,0,TRUE,TRUE,Pipe-borne,Single phase,2,2000,3307700
Nuwara Eliya,Nuwara Eliya Central,4,2,1,35,2,TRUE,TRUE,Well,Single phase,1,1997,9363270
Trincomalee,Uppuveli,28,6,5,221,1,TRUE,TRUE,Pipe-borne,Single phase,2,1995,31070151
Ampara,Ampara Central,7,3,2,85,0,TRUE,FALSE,Well,Single phase,1,2019,7499734
Batticaloa,Eravur,12,4,3,67,0,FALSE,FALSE,Both,Single phase,2,1989,11434056
Kegalle,Kegalle Central,2,3,2,41,1,TRUE,TRUE,Pipe-borne,Three phase,1,2001,4276216
Monaragala,Monaragala Central,13,5,4,151,1,TRUE,FALSE,Pipe-borne,Three phase,2,1987,11063301
Galle,Galle Fort,2,1,1,35,0,TRUE,FALSE,Pipe-borne,Three phase,2,1988,4277913
Badulla,Badulla Town,4,2,1,35,1,TRUE,FALSE,Both,Three phase,1,2007,4134556
Monaragala,Monaragala Central,10,5,4,101,1,FALSE,TRUE,Pipe-borne,Single phase,1,2019,12314849
Puttalam,Puttalam Central,34,4,3,247,2,FALSE,FALSE,Pipe-borne,Three phase,2,2021,34841337
Mullaitivu,Mullaitivu Central,4,2,1,39,0,TRUE,FALSE,Pipe-borne,Three phase,1,1995,4425053
Galle,Karapitiya,18,6,5,176,2,TRUE,TRUE,Pipe-borne,Single phase,2,2007,29274500
Badulla,Hali Ela,29,5,4,250,2,TRUE,TRUE,Pipe-borne,Three phase,2,2025,33835664
Anuradhapura,New Town,27,7,5,250,3,TRUE,TRUE,Both,Single phase,3,1993,44203041
Gampaha,Wattala,10,4,3,107,3,TRUE,TRUE,Both,Single phase,2,1999,19054478
Ampara,Ampara Central,5,2,1,35,0,FALSE,FALSE,Well,Single phase,1,2004,3609649
Polonnaruwa,Polonnaruwa Central,14,6,5,111,3,TRUE,FALSE,Well,Single phase,1,2006,14037684
Hambantota,Hambantota Town,14,7,5,140,2,TRUE,TRUE,Pipe-borne,Single phase,2,2017,16505051
Badulla,Hali Ela,10,3,3,154,0,FALSE,FALSE,Pipe-borne,Three phase,1,2021,10736624
Monaragala,Monaragala Central,20,7,5,209,2,TRUE,FALSE,Pipe-borne,Three phase,2,2017,20497141
Puttalam,Puttalam Central,13,4,3,187,1,TRUE,FALSE,Pipe-borne,Three phase,2,1996,19872157
Hambantota,Ambalantota,7,4,3,64,1,FALSE,FALSE,Well,Three phase,1,1994,5915222
Badulla,Hali Ela,2,2,1,35,1,TRUE,FALSE,Pipe-borne,Single phase,2,2000,3476303
Polonnaruwa,Polonnaruwa Central,6,1,1,99,1,TRUE,TRUE,Well,Three phase,1,1998,7557002
Batticaloa,Kallady,6,2,1,69,3,TRUE,TRUE,Well,Three phase,1,2024,11212191
Kegalle,Kegalle Central,4,2,1,62,1,FALSE,TRUE,Pipe-borne,Single phase,1,1994,5728493
Nuwara Eliya,Nuwara Eliya Central,3,2,1,67,0,FALSE,TRUE,Pipe-borne,Three phase,1,1997,7532659
Kilinochchi,Kilinochchi Central,27,6,5,250,1,TRUE,FALSE,Both,Three phase,3,2019,25412187
Kurunegala,Polgahawela,2,1,1,37,1,TRUE,TRUE,Both,Single phase,1,2024,4344223
Badulla,Hali Ela,24,5,4,235,2,TRUE,TRUE,Pipe-borne,Three phase,2,2011,31738348
Anuradhapura,New Town,7,1,1,61,1,FALSE,TRUE,Well,Single phase,2,1987,7660465
Jaffna,Jaffna Town,8,3,2,131,0,FALSE,TRUE,Both,Three phase,1,1994,13996961
Hambantota,Hambantota Town,2,2,1,35,0,FALSE,FALSE,Well,Three phase,2,2018,4234652
Vavuniya,Vavuniya Central,5,1,1,46,1,FALSE,FALSE,Well,Three phase,1,2017,6828658
Kilinochchi,Kilinochchi Central,8,5,4,73,0,TRUE,FALSE,Pipe-borne,Three phase,1,1991,4989425
Vavuniya,Vavuniya Central,19,6,5,229,3,TRUE,TRUE,Both,Single phase,3,2018,33928579
Hambantota,Hambantota Town,24,4,3,238,1,TRUE,FALSE,Well,Single phase,2,2019,30671063
Jaffna,Kokuvil,9,4,3,94,0,TRUE,FALSE,Both,Three phase,1,1992,11280776
Galle,Karapitiya,13,3,2,86,1,TRUE,FALSE,Both,Single phase,1,2009,18552919
Kalutara,Kalutara North,4,1,1,35,1,TRUE,FALSE,Pipe-borne,Three phase,1,2020,5565419
Ratnapura,Ratnapura Town,11,3,2,105,0,TRUE,TRUE,Both,Three phase,1,2008,12168140
Kalutara,Panadura,10,2,1,106,0,FALSE,FALSE,Pipe-borne,Three phase,1,2009,13251034
Anuradhapura,Nuwaragam Palatha,22,6,5,250,3,TRUE,FALSE,Well,Three phase,2,1989,31937842
Ratnapura,Kuruwita,17,6,5,134,1,FALSE,TRUE,Pipe-borne,Single phase,1,1995,15347483
Galle,Karapitiya,23,5,5,203,2,TRUE,TRUE,Both,Single phase,2,2010,34653157
Badulla,Bandarawela,13,7,5,144,3,TRUE,TRUE,Both,Three phase,1,2008,20320558
Monaragala,Monaragala Central,28,4,3,250,2,FALSE,TRUE,Both,Three phase,2,2009,30943229
Trincomalee,Uppuveli,11,5,5,101,0,TRUE,TRUE,Pipe-borne,Three phase,1,2006,13085957
Kegalle,Kegalle Central,7,4,3,85,1,TRUE,FALSE,Pipe-borne,Three phase,2,2021,7953518
Trincomalee,Nilaveli,13,4,3,155,1,TRUE,TRUE,Well,Three phase,1,2013,19337481
Matara,Weligama,3,4,4,35,0,TRUE,TRUE,Both,Single phase,1,2022,4921523
Mannar,Mannar Central,2,3,2,35,0,FALSE,FALSE,Well,Three phase,1,2025,2557142
Kandy,Tennekumbura,12,3,2,106,0,FALSE,FALSE,Pipe-borne,Three phase,1,2010,16118505
Mullaitivu,Mullaitivu Central,8,2,1,93,0,TRUE,FALSE,Well,Single phase,1,2014,7487243
Hambantota,Tangalle,32,5,4,250,1,TRUE,FALSE,Both,Single phase,2,2018,35212142
Polonnaruwa,Polonnaruwa Central,5,1,1,42,2,TRUE,TRUE,Well,Single phase,1,1990,6341713
Kegalle,Kegalle Central,11,4,4,104,1,FALSE,FALSE,Well,Three phase,2,1997,11867711
Ampara,Ampara Central,8,3,3,123,1,TRUE,FALSE,Pipe-borne,Single phase,1,2009,9607722
Jaffna,Kokuvil,5,2,2,79,0,TRUE,TRUE,Well,Single phase,2,2015,9306819
Anuradhapura,Nuwaragam Palatha,13,7,5,120,1,TRUE,FALSE,Well,Single phase,1,2000,10779648
Trincomalee,Nilaveli,15,7,5,223,1,FALSE,TRUE,Pipe-borne,Three phase,2,2002,18175702
Gampaha,Ragama,17,5,5,223,1,TRUE,FALSE,Both,Three phase,3,2003,37588986
Polonnaruwa,Polonnaruwa Central,9,4,3,88,0,FALSE,FALSE,Both,Single phase,1,1988,10104940
Batticaloa,Kallady,13,4,4,115,1,TRUE,FALSE,Pipe-borne,Single phase,1,2008,13826170
Nuwara Eliya,Nuwara Eliya Central,20,6,5,153,1,TRUE,TRUE,Well,Three phase,1,2000,37299643
Mullaitivu,Mullaitivu Central,4,4,3,35,1,TRUE,FALSE,Pipe-borne,Three phase,2,1998,3411896
Monaragala,Monaragala Central,5,2,2,52,3,FALSE,FALSE,Both,Single phase,1,1986,6132278
Hambantota,Ambalantota,7,3,3,111,0,FALSE,FALSE,Pipe-borne,Three phase,1,1995,8195139
Batticaloa,Batticaloa Town,13,6,5,186,1,FALSE,FALSE,Pipe-borne,Three phase,1,2021,17067819
Ampara,Ampara Central,13,6,5,89,2,TRUE,FALSE,Pipe-borne,Single phase,1,2002,9780999
Vavuniya,Vavuniya Central,7,3,2,82,0,TRUE,FALSE,Both,Three phase,1,2017,7860944
Anuradhapura,Nuwaragam Palatha,14,4,4,115,2,TRUE,FALSE,Both,Single phase,1,1993,11314972
Ratnapura,Pelmadulla,10,4,3,99,1,FALSE,FALSE,Pipe-borne,Single phase,1,2018,11330544
Kilinochchi,Kilinochchi Central,10,3,2,87,0,TRUE,TRUE,Pipe-borne,Single phase,1,1990,9679084
Kurunegala,Polgahawela,7,3,3,75,2,TRUE,FALSE,Pipe-borne,Three phase,2,1988,8004285
Colombo,Dehiwala,8,3,2,98,1,FALSE,TRUE,Pipe-borne,Single phase,2,1994,26899339
Mannar,Mannar Central,8,2,1,86,1,TRUE,TRUE,Pipe-borne,Three phase,2,2020,9387434
Colombo,Dehiwala,16,5,4,138,1,TRUE,TRUE,Well,Three phase,1,1991,35096479
Polonnaruwa,Polonnaruwa Central,5,1,1,35,2,TRUE,FALSE,Well,Single phase,2,1991,5272412
Vavuniya,Vavuniya Central,7,2,1,91,0,FALSE,FALSE,Well,Three phase,1,1985,8484804
Kegalle,Kegalle Central,12,6,5,122,1,FALSE,TRUE,Pipe-borne,Single phase,1,2005,10696260
Kegalle,Kegalle Central,11,5,4,102,0,TRUE,FALSE,Both,Single phase,2,2005,10881428
Batticaloa,Eravur,18,7,5,176,1,FALSE,FALSE,Pipe-borne,Single phase,1,2016,22788925
Badulla,Bandarawela,17,7,5,125,3,TRUE,TRUE,Well,Single phase,2,2007,21772039
Gampaha,Kadawatha,7,2,2,95,0,TRUE,FALSE,Well,Three phase,1,2010,9841472
Hambantota,Tangalle,12,4,3,147,1,FALSE,FALSE,Pipe-borne,Single phase,1,1991,9700653
Badulla,Hali Ela,32,7,5,250,2,TRUE,TRUE,Well,Single phase,2,1988,42574451
Ratnapura,Pelmadulla,8,4,3,52,0,FALSE,TRUE,Both,Single phase,1,1992,6115072
Gampaha,Ragama,45,6,5,250,1,FALSE,FALSE,Both,Three phase,3,2010,71360771
Matale,Matale Central,19,7,5,218,1,TRUE,TRUE,Pipe-borne,Single phase,2,2012,25485627
Polonnaruwa,Polonnaruwa Central,2,1,1,44,1,TRUE,FALSE,Well,Three phase,1,1998,3433269
Matara,Akurugoda,37,6,5,250,3,FALSE,FALSE,Well,Three phase,2,1992,40209674
Matale,Matale Central,9,4,3,120,1,FALSE,FALSE,Both,Single phase,1,2023,14956941
Monaragala,Monaragala Central,16,6,5,192,2,FALSE,FALSE,Pipe-borne,Single phase,2,2016,15095712
Monaragala,Monaragala Central,5,2,2,35,0,TRUE,FALSE,Pipe-borne,Single phase,1,1999,3682300
Nuwara Eliya,Nuwara Eliya Central,24,5,4,169,3,TRUE,FALSE,Pipe-borne,Single phase,2,2025,56043552
Mannar,Mannar Central,5,1,1,47,2,TRUE,FALSE,Well,Three phase,1,2012,4915518
Kalutara,Wadduwa,15,6,5,141,2,FALSE,FALSE,Well,Three phase,2,2023,22429766
Kalutara,Beruwala,9,4,4,89,1,FALSE,TRUE,Pipe-borne,Single phase,1,1988,12946891
Ratnapura,Pelmadulla,10,5,4,109,1,FALSE,TRUE,Well,Single phase,1,1995,9983381
Colombo,Mount Lavinia,18,5,4,233,1,TRUE,TRUE,Both,Single phase,3,2008,64097363
Mullaitivu,Mullaitivu Central,2,1,1,35,2,FALSE,TRUE,Both,Single phase,1,1992,2996269
Nuwara Eliya,Nuwara Eliya Central,16,7,5,181,2,FALSE,TRUE,Both,Three phase,2,2000,39767101
Ratnapura,Pelmadulla,13,5,4,163,3,TRUE,FALSE,Both,Three phase,2,1995,19961998
Vavuniya,Vavuniya Central,9,1,1,97,1,TRUE,FALSE,Well,Single phase,1,1988,7289561
Jaffna,Jaffna Town,7,1,1,105,1,TRUE,FALSE,Both,Single phase,2,2013,16006591
Hambantota,Tangalle,4,1,1,35,0,TRUE,FALSE,Both,Three phase,2,2016,3738133
Gampaha,Gampaha Town,10,4,3,85,2,FALSE,FALSE,Pipe-borne,Three phase,1,2008,11749410
Polonnaruwa,Polonnaruwa Central,2,1,1,35,0,TRUE,FALSE,Both,Three phase,2,2004,2887099
Anuradhapura,New Town,2,1,1,35,0,TRUE,TRUE,Both,Three phase,1,1990,2622860
Nuwara Eliya,Nuwara Eliya Central,2,3,2,42,1,TRUE,TRUE,Well,Single phase,1,1985,7865589
Anuradhapura,New Town,13,6,5,147,2,TRUE,TRUE,Well,Single phase,1,1998,15895881
Matara,Akurugoda,15,5,5,195,2,TRUE,FALSE,Well,Three phase,3,2000,24907620
Kegalle,Kegalle Central,26,6,5,250,1,TRUE,FALSE,Pipe-borne,Three phase,3,2022,33112571
Nuwara Eliya,Nuwara Eliya Central,12,3,2,158,1,TRUE,TRUE,Both,Single phase,1,1990,25309740
Kilinochchi,Kilinochchi Central,23,5,4,250,3,TRUE,FALSE,Both,Single phase,2,2025,29408272
Colombo,Bambalapitiya,12,5,4,102,2,TRUE,TRUE,Both,Three phase,1,1989,27185836
Anuradhapura,New Town,3,3,3,59,1,FALSE,FALSE,Well,Single phase,1,2018,4576850
Vavuniya,Vavuniya Central,5,1,1,44,0,TRUE,FALSE,Both,Single phase,1,2014,3922830
Vavuniya,Vavuniya Central,33,6,5,250,3,TRUE,TRUE,Pipe-borne,Single phase,3,1988,39562318
Mannar,Mannar Central,7,4,4,68,1,FALSE,FALSE,Both,Single phase,2,1996,6202173
Kalutara,Panadura,17,6,5,190,1,FALSE,TRUE,Pipe-borne,Three phase,3,1999,27027561
Vavuniya,Vavuniya Central,4,2,1,35,0,FALSE,FALSE,Both,Single phase,1,1985,2922391
Puttalam,Puttalam Central,31,7,5,222,3,FALSE,FALSE,Pipe-borne,Three phase,2,2020,28134957
Matara,Matara Town,27,6,5,234,3,FALSE,TRUE,Pipe-borne,Single phase,3,1991,29293674
Mullaitivu,Mullaitivu Central,13,5,4,183,1,TRUE,FALSE,Well,Single phase,2,1999,14322552
Kalutara,Wadduwa,11,2,1,108,1,TRUE,FALSE,Well,Three phase,1,1985,18201222
Mannar,Mannar Central,22,7,5,204,3,TRUE,FALSE,Well,Three phase,3,2011,19222681
Anuradhapura,Madawachchiya,13,4,4,138,3,TRUE,TRUE,Well,Three phase,1,1993,17817716
Mullaitivu,Mullaitivu Central,3,1,1,35,2,TRUE,TRUE,Pipe-borne,Three phase,2,2000,3414995
Jaffna,Nallur,21,5,5,250,2,FALSE,TRUE,Pipe-borne,Single phase,2,2011,41591074
Mullaitivu,Mullaitivu Central,16,7,5,226,2,TRUE,TRUE,Both,Single phase,2,2022,22562896
Colombo,Bambalapitiya,15,7,5,174,2,FALSE,FALSE,Well,Three phase,1,2020,39533552
Puttalam,Puttalam Central,5,3,2,69,3,TRUE,TRUE,Both,Single phase,2,1998,10588535
Kalutara,Kalutara North,16,5,4,209,1,FALSE,FALSE,Pipe-borne,Single phase,3,2010,26362298
Kegalle,Kegalle Central,11,5,5,70,1,FALSE,FALSE,Both,Three phase,2,2024,12327987
Nuwara Eliya,Nuwara Eliya Central,47,5,4,250,1,TRUE,TRUE,Both,Single phase,2,2009,106223691
Ampara,Ampara Central,45,6,5,250,1,TRUE,FALSE,Well,Single phase,2,1989,39792905
Galle,Hikkaduwa,4,2,1,45,1,TRUE,TRUE,Both,Single phase,1,2005,6728876
